Wells;SampleID;Zones;Porosity;Permeability_Kl;Rt_Sw100;FF;Temp;Rw;Salinity;Condition;Rock Pressure;Pore Pressure
3PO;25051-18;AC11;17.18539561;1.965;8.733560752;22.98910238;20;0.379900033;17.6;AC;;
3PO;25052-18;AC11;19.7773667;15.453;7.599984688;20.0052225;20;0.379900033;17.6;AC;;
3PO;25053-18;AC11;18.8632642;7.173;7.734562264;20.35946721;20;0.379900033;17.6;AC;;
3PO;25054-18;AC11;18.44231118;4.427;8.234784893;21.67618894;20;0.379900033;17.6;AC;;
3PO;25055-18;AC11;19.46602322;7.995;7.429466663;19.55637278;20;0.379900033;17.6;AC;;
3PO;25056-18;AC11;19.32537051;8.221;7.455729383;19.62550339;20;0.379900033;17.6;AC;;
3PO;25057-18;AC11;18.81170093;6.409;7.649411482;20.13532724;20;0.379900033;17.6;AC;;
3PO;25058-18;AC11;20.05932027;12.043;7.381183851;19.42927931;20;0.379900033;17.6;AC;;
3PO;25059-18;AC11;19.97271613;12.819;7.156865381;18.83881222;20;0.379900033;17.6;AC;;
3PO;25060-18;AC11;19.42278296;5.88;7.331419796;19.29828682;20;0.379900033;17.6;AC;;
3PO;25061-18;AC11;19.09297167;4.288;7.765535208;20.44099641;20;0.379900033;17.6;AC;;
3PO;25062-18;AC11;16.63886046;1.375;9.604972492;25.2828946;20;0.379900033;17.6;AC;;
3PO;25063-18;AC11;19.08525363;0.973;9.213503596;24.25244222;20;0.379900033;17.6;AC;;
3PO;25065-18;AC11;17.43748477;1.644;8.335121444;21.94030198;20;0.379900033;17.6;AC;;
3PO;25066-18;AC11;18.66089819;3.27;8.01869432;21.1073799;20;0.379900033;17.6;AC;;
3PO;25067-18;AC11;18.7745553;5.335;7.691330989;20.24567076;20;0.379900033;17.6;AC;;
3PO;25068-18;AC11;19.28873033;3.613;7.947657648;20.9203921;20;0.379900033;17.6;AC;;
3PO;25069-18;AC11;19.53717567;3.708;7.769946951;20.45260931;20;0.379900033;17.6;AC;;
3PO;25070-18;AC11;19.91098047;5.725;7.306438448;19.23252913;20;0.379900033;17.6;AC;;
3PO;25071-18;AC11;19.80377611;6.692;7.524503082;19.80653443;20;0.379900033;17.6;AC;;
3PO;25072-18;AC11;20.12810608;6.554;7.273914434;19.14691709;20;0.379900033;17.6;AC;;
3PO;25073-18;AC11;20.59437686;7.89;7.06432674;18.59522539;20;0.379900033;17.6;AC;;
3PO;25074-18;AC11;20.57987645;7.764;6.931531537;18.24567238;20;0.379900033;17.6;AC;;
3PO;25075-18;AC11;20.15184134;6.923;7.138848896;18.79138794;20;0.379900033;17.6;AC;;
3PO;25076-18;AC11;21.01944203;12.142;6.556496343;17.25847795;20;0.379900033;17.6;AC;;
3PO;25077-18;AC11;20.99075209;12.265;6.856009101;18.04687683;20;0.379900033;17.6;AC;;
3PO;25078-18;AC11;20.89119817;15.489;6.738146563;17.73663064;20;0.379900033;17.6;AC;;
3PO;25080-18;AC11;21.28692428;17.142;6.336502385;16.67939415;20;0.379900033;17.6;AC;;
3PO;25079-18;AC11;21.54704419;20.353;6.371604188;16.77179162;20;0.379900033;17.6;AC;;
3PO;25081-18;AC11;21.78482834;22.06;6.367492305;16.76096803;20;0.379900033;17.6;AC;;
3PO;25082-18;AC11;16.69754157;0.429;10.27657794;27.05074244;20;0.379900033;17.6;AC;;
3PO;25083-18;AC11;19.35661682;3.933;7.821903766;20.58937375;20;0.379900033;17.6;AC;;
3PO;25085-18;AC11;19.35510297;4.662;8.104052235;21.3320651;20;0.379900033;17.6;AC;;
3PO;25084-18;AC11;19.54165134;4.806;8.534404981;22.46487034;20;0.379900033;17.6;AC;;
3PO;25086-18;AC11;19.79403478;5.52;7.334309023;19.30589204;20;0.379900033;17.6;AC;;
3PO;25087-18;AC11;20.4330327;9.823;7.105550494;18.70373751;20;0.379900033;17.6;AC;;
3PO;25088-18;AC11;20.19777744;10.174;7.103253484;18.69769115;20;0.379900033;17.6;AC;;
3PO;25089-18;AC11;20.43012251;9.562;6.818111149;17.94711913;20;0.379900033;17.6;AC;;
3PO;25091-18;AC11;20.13206987;7.468;7.282345597;19.1691102;20;0.379900033;17.6;AC;;
3PO;25090-18;AC11;20.18248771;7.24;7.473476808;19.67221943;20;0.379900033;17.6;AC;;
3PO;25092-18;AC11;20.40204223;8.499;7.084493992;18.64831108;20;0.379900033;17.6;AC;;
3PO;25093-18;AC11;20.1488451;9.185;6.945647533;18.28282951;20;0.379900033;17.6;AC;;
3PO;25094-18;AC11;20.30290729;8.182;7.207944053;18.97326515;20;0.379900033;17.6;AC;;
3PO;25096-18;AC11;19.6881966;7.632;7.509360498;19.76667504;20;0.379900033;17.6;AC;;
3PO;25095-18;AC11;19.74812938;7.399;7.285177046;19.17656334;20;0.379900033;17.6;AC;;
3PO;25097-18;AC11;20.18606021;10.292;7.111075341;18.7182804;20;0.379900033;17.6;AC;;
3PO;25099-18;AC11;20.27827282;11.522;7.015560194;18.46685861;20;0.379900033;17.6;AC;;
3PO;25098-18;AC11;20.11148796;11.321;7.147452651;18.81403536;20;0.379900033;17.6;AC;;
3PO;25100-18;AC11;20.36901087;8.208;7.311341966;19.24543651;20;0.379900033;17.6;AC;;
3PO;25101-18;AC11;20.29779502;8.591;7.465996275;19.65252863;20;0.379900033;17.6;AC;;
3PO;25102-18;AC11;20.17232922;8.402;7.494763199;19.72825099;20;0.379900033;17.6;AC;;
3PO;25103-18;AC11;20.68595147;9.331;7.083607084;18.64597649;20;0.379900033;17.6;AC;;
3PO;25104-18;AC11;20.22307601;10.044;7.042651586;18.53817051;20;0.379900033;17.6;AC;;
3PO;25105-18;AC11;20.3980603;9.161;7.213361134;18.98752437;20;0.379900033;17.6;AC;;
3PO;25107-18;AC11;20.10975315;10.309;7.051313308;18.56097051;20;0.379900033;17.6;AC;;
3PO;25106-18;AC11;20.07949606;10.866;7.361282455;19.37689344;20;0.379900033;17.6;AC;;
3PO;25108-18;AC11;19.99596833;9.855;7.310222528;19.24248985;20;0.379900033;17.6;AC;;
3PO;25111-18;AC11;19.66911456;10.111;7.408323227;19.50071752;20;0.379900033;17.6;AC;;
3PO;25112-18;AC11;19.79953676;12.648;6.802449534;17.90589351;20;0.379900033;17.6;AC;;
3PO;25113-18;AC11;19.69092383;12.307;6.71354553;17.67187404;20;0.379900033;17.6;AC;;
3PO;25114-18;AC11;19.42937384;8.544;7.142847063;18.8019122;20;0.379900033;17.6;AC;;
3PO;25115-18;AC11;19.5932258;10.304;7.192936835;18.93376207;20;0.379900033;17.6;AC;;
3PO;25116-18;AC11;19.57034035;9.522;7.388972994;19.44978245;20;0.379900033;17.6;AC;;
3PO;25117-18;AC11;19.56837471;2.969;7.788061416;20.5002915;20;0.379900033;17.6;AC;;
3PO;25119-18;AC11;19.7100156;10.339;7.212674877;18.98571796;20;0.379900033;17.6;AC;;
3PO;25120-18;AC11;20.53775797;14.784;6.859743062;18.05670563;20;0.379900033;17.6;AC;;
3PO;25121-18;AC11;20.65437153;16.946;6.563076651;17.27579911;20;0.379900033;17.6;AC;;
3PO;25122-18;AC11;21.43500299;21.188;6.508482986;17.13209377;20;0.379900033;17.6;AC;;
3PO;25123-18;AC11;16.5616213;0.536;10.4290762;27.45215923;20;0.379900033;17.6;AC;;
3PO;25124-18;AC11;19.34529011;6.337;7.786710707;20.49673607;20;0.379900033;17.6;AC;;
3PO;25125-18;AC11;18.99431784;7.44;7.836418909;20.62758155;20;0.379900033;17.6;AC;;
3PO;25126-18;AC11;19.25028439;7.985;7.73060247;20.34904396;20;0.379900033;17.6;AC;;
3PO;25127-18;AC11;19.84824338;10.797;7.591841159;19.98378653;20;0.379900033;17.6;AC;;
3PO;25128-18;AC11;20.03192448;11.266;7.079688618;18.63566203;20;0.379900033;17.6;AC;;
3PO;25129-18;AC11;19.93885823;10.203;7.401905612;19.48382461;20;0.379900033;17.6;AC;;
3PO;25130-18;AC11;20.0217598;4.074;8.10996917;21.34764008;20;0.379900033;17.6;AC;;
3PO;25131-18;AC11;20.37125729;7.956;7.479440468;19.6879174;20;0.379900033;17.6;AC;;
3PO;25133-18;AC11;19.98753977;6.458;7.676138178;20.20567916;20;0.379900033;17.6;AC;;
3PO;25132-18;AC11;19.91100662;6.557;7.724411571;20.33274783;20;0.379900033;17.6;AC;;
3PO;25134-18;AC11;19.68868019;10.297;7.231559437;19.03542725;20;0.379900033;17.6;AC;;
3PO;25135-18;AC11;19.75449432;12.451;7.230310496;19.03213969;20;0.379900033;17.6;AC;;
3PO;25136-18;AC11;19.72531756;12.201;7.51258457;19.77516167;20;0.379900033;17.6;AC;;
3PO;25137-18;AC11;19.72867862;7.47;7.60745702;20.02489171;20;0.379900033;17.6;AC;;
3PO;25138-18;AC11;19.7015127;7.369;7.584161954;19.96357277;20;0.379900033;17.6;AC;;
3PO;25139-18;AC11;19.53160528;5.718;7.689693373;20.24136011;20;0.379900033;17.6;AC;;
3PO;25140-18;AC11;19.27715788;6.857;7.510718343;19.77024926;20;0.379900033;17.6;AC;;
3PO;25141-18;AC11;19.03874729;0.85;9.015967118;23.73247259;20;0.379900033;17.6;AC;;
3PO;25142-18;AC11;18.72335688;3.386;7.780076727;20.47927363;20;0.379900033;17.6;AC;;
3PO;25143-18;AC11;19.73815562;11.463;7.376415413;19.41672749;20;0.379900033;17.6;AC;;
3PO;25144-18;AC11;19.94085124;12.168;7.112655967;18.72244104;20;0.379900033;17.6;AC;;
3PO;25145-18;AC11;17.28018284;1.683;9.245761302;24.33735325;20;0.379900033;17.6;AC;;
3PO;25146-18;AC11;19.00129912;7.502;7.379671164;19.42529751;20;0.379900033;17.6;AC;;
3PO;25147-18;AC11;15.09512369;0.431;12.54525802;33.02252418;20;0.379900033;17.6;AC;;
3PO;25148-18;AC11;18.99587545;3.102;8.525279829;22.44085046;20;0.379900033;17.6;AC;;
3PO;25149-18;AC11;19.45400466;7.343;7.311229584;19.2451407;20;0.379900033;17.6;AC;;
3PO;25151-18;AC11;20.1894765;10.439;7.242157263;19.0633236;20;0.379900033;17.6;AC;;
3PO;25152-18;AC11;20.3202994;9.916;7.499108738;19.73968962;20;0.379900033;17.6;AC;;
3PO;25153-18;AC11;20.04581647;9.957;7.088772335;18.65957284;20;0.379900033;17.6;AC;;
3PO;25154-18;AC11;19.86583224;10.335;6.845145357;18.0182805;20;0.379900033;17.6;AC;;
3PO;25155-18;AC11;19.75231156;7.701;7.427309429;19.55069435;20;0.379900033;17.6;AC;;
3PO;25156-18;AC11;16.27394847;0.766;10.09805755;26.5808283;20;0.379900033;17.6;AC;;
3PO;25157-18;AC11;14.16730114;0.19;12.48377111;32.86067395;20;0.379900033;17.6;AC;;
3PO;25158-18;AC11;19.56425895;5.649;7.814315919;20.56940048;20;0.379900033;17.6;AC;;
3PO;25159-18;AC11;19.85201307;9.266;7.030191558;18.50537233;20;0.379900033;17.6;AC;;
3PO;25160-18;AC11;19.55247269;4.419;7.757740747;20.42047927;20;0.379900033;17.6;AC;;
3PO;25161-18;AC11;20.28929409;7.458;7.490929893;19.71816069;20;0.379900033;17.6;AC;;
3PO;25162-18;AC11;20.64648377;5.688;7.711287465;20.29820162;20;0.379900033;17.6;AC;;
3PO;25163-18;AC11;20.0236192;8.735;7.084866051;18.64929044;20;0.379900033;17.6;AC;;
3PO;25164-18;AC11;16.43091105;0.745;9.914471815;26.09758083;20;0.379900033;17.6;AC;;
3PO;25166-18;AC11;19.44613204;7.358;7.819925695;20.58416693;20;0.379900033;17.6;AC;;
3PO;25167-18;AC11;10.30865198;0.098;23.29002859;61.30567668;20;0.379900033;17.6;AC;;
3PO;25168-18;AC11;11.41705387;0.14;20.04626753;52.76721713;20;0.379900033;17.6;AC;;
3PO;25169-18;AC11;12.3295177;0.221;17.14173762;45.12170608;20;0.379900033;17.6;AC;;
3PO;25170-18;AC11;17.5555918;0.984;9.265588551;24.38954395;20;0.379900033;17.6;AC;;
3PO;25171-18;AC11;17.22999093;0.853;9.910445756;26.08698314;20;0.379900033;17.6;AC;;
3PO;25172-18;AC11;18.04893258;1.61;8.469691204;22.29452611;20;0.379900033;17.6;AC;;
3PO;25173-18;AC11;19.3737369;3.045;8.107695971;21.34165641;20;0.379900033;17.6;AC;;
3PO;25174-18;AC11;20.01982744;8.132;7.546897498;19.86548261;20;0.379900033;17.6;AC;;
3PO;25175-18;AC11;19.25539053;4.723;8.343537007;21.96245403;20;0.379900033;17.6;AC;;
3PO;25176-18;AC11;18.56746472;2.238;9.237645752;24.31599092;20;0.379900033;17.6;AC;;
3PO;25178-18;AC11;19.68623068;4.692;7.68384127;20.22595579;20;0.379900033;17.6;AC;;
3PO;25180-18;AC11;17.04716827;0.374;9.553442727;25.14725427;20;0.379900033;17.6;AC;;
3PO;25181-18;AC11;13.78624712;0.153;12.77076219;33.61611237;20;0.379900033;17.6;AC;;
3PO;25187-18;AC11;10.40632116;0.021;21.41078128;56.3589877;20;0.379900033;17.6;AC;;
3PO;25188-18;AC11;9.460859953;0.014;27.27810671;71.80338076;20;0.379900033;17.6;AC;;
8PO;24562-18;AC11;14.607735;0.274;12.17224224;32.04064539;20;0.379900033;17.6;AC;;
8PO;24563-18;AC11;17.90110195;1.832;9.593558298;25.25284935;20;0.379900033;17.6;AC;;
8PO;24564-18;AC11;8.676030394;0.742;30.91937459;81.38818613;20;0.379900033;17.6;AC;;
8PO;24565-18;AC11;19.30228399;8.161;8.328641246;21.92324434;20;0.379900033;17.6;AC;;
8PO;24566-18;AC11;16.58692185;0.604;10.03705486;26.42025269;20;0.379900033;17.6;AC;;
8PO;24571-18;AC11;16.82865998;0.8;9.650342324;25.40232032;20;0.379900033;17.6;AC;;
8PO;24572-18;AC11;18.74648152;4.429;7.8088322;20.55496584;20;0.379900033;17.6;AC;;
8PO;24574-18;AC11;17.21931121;1.224;10.18870143;26.81942762;20;0.379900033;17.6;AC;;
8PO;24575-18;AC11;17.8256947;1.827;9.534206003;25.096618;20;0.379900033;17.6;AC;;
8PO;24576-18;AC11;17.76935791;1.571;9.05878366;23.84517735;20;0.379900033;17.6;AC;;
8PO;24577-18;AC11;20.19502761;11.03;6.855459923;18.04543124;20;0.379900033;17.6;AC;;
8PO;24579-18;AC11;18.07508315;2.151;9.215846753;24.25861004;20;0.379900033;17.6;AC;;
8PO;24580-18;AC11;18.05447366;1.69;8.350606865;21.98106381;20;0.379900033;17.6;AC;;
8PO;24581-18;AC11;19.77612295;5.918;7.974806366;20.99185489;20;0.379900033;17.6;AC;;
8PO;24582-18;AC11;19.43438675;7.59;7.968929807;20.9763862;20;0.379900033;17.6;AC;;
8PO;24584-18;AC11;19.39757852;7.761;7.553533881;19.88295137;20;0.379900033;17.6;AC;;
8PO;24586-18;AC11;20.05746045;8.076;7.377010047;19.41829273;20;0.379900033;17.6;AC;;
8PO;24587-18;AC11;18.94075832;7.33;7.426991335;19.54985704;20;0.379900033;17.6;AC;;
8PO;24588-18;AC11;18.15249827;3.787;8.426530835;22.1809163;20;0.379900033;17.6;AC;;
8PO;24589-18;AC11;17.97686817;4.746;8.350612293;21.9810781;20;0.379900033;17.6;AC;;
8PO;24590-18;AC11;19.14467623;5.637;8.19549256;21.57276086;20;0.379900033;17.6;AC;;
8PO;24591-18;AC11;18.45650891;7.517;8.053240203;21.19831404;20;0.379900033;17.6;AC;;
8PO;24592-18;AC11;19.43721187;6.087;7.840963556;20.63954429;20;0.379900033;17.6;AC;;
8PO;24593-18;AC11;21.02130997;40.119;6.535243361;17.20253434;20;0.379900033;17.6;AC;;
8PO;24594-18;AC11;20.53488155;23.282;6.984626181;18.38543189;20;0.379900033;17.6;AC;;
8PO;24595-18;AC11;20.29164278;34.076;6.561684329;17.27213414;20;0.379900033;17.6;AC;;
8PO;24596-18;AC11;20.79566433;17.697;6.890896306;18.13870942;20;0.379900033;17.6;AC;;
8PO;24597-18;AC11;21.07881951;17.835;6.777995723;17.84152444;20;0.379900033;17.6;AC;;
8PO;24598-18;AC11;20.99489714;22.737;6.709670384;17.6616736;20;0.379900033;17.6;AC;;
8PO;24599-18;AC11;20.73016752;18.806;6.770299308;17.82126539;20;0.379900033;17.6;AC;;
8PO;24600-18;AC11;19.77564939;9.781;7.272557136;19.14334432;20;0.379900033;17.6;AC;;
8PO;24601-18;AC11;21.06913082;19.384;6.600831549;17.37518025;20;0.379900033;17.6;AC;;
8PO;24607-18;AC11;18.82628535;4.048;7.522392733;19.80097942;20;0.379900033;17.6;AC;;
8PO;24608-18;AC11;19.81394019;8.446;7.184787141;18.91230987;20;0.379900033;17.6;AC;;
8PO;24609-18;AC11;19.47681113;5.601;7.933539804;20.8832301;20;0.379900033;17.6;AC;;
8PO;24610-18;AC11;19.40141708;6.137;8.01487537;21.09732739;20;0.379900033;17.6;AC;;
8PO;24611-18;AC11;19.81680184;8.968;7.698377112;20.26421807;20;0.379900033;17.6;AC;;
8PO;24612-18;AC11;17.91837474;2.722;9.463926108;24.91162224;20;0.379900033;17.6;AC;;
8PO;24613-18;AC11;19.86232133;11.046;7.58974031;19.97825652;20;0.379900033;17.6;AC;;
8PO;24614-18;AC11;19.61287872;9.497;7.38966836;19.45161284;20;0.379900033;17.6;AC;;
8PO;24615-18;AC11;20.2671926;9.442;7.392892567;19.46009983;20;0.379900033;17.6;AC;;
8PO;24616-18;AC11;18.72802102;3.523;8.573757878;22.56845785;20;0.379900033;17.6;AC;;
8PO;24617-18;AC11;17.62074071;1.444;8.713003809;22.93499093;20;0.379900033;17.6;AC;;
8PO;24618-18;AC11;19.22458763;4.536;8.025189519;21.12447703;20;0.379900033;17.6;AC;;
8PO;24619-18;AC11;18.50844235;3.22;8.68414298;22.85902139;20;0.379900033;17.6;AC;;
8PO;24620-18;AC11;18.82597998;8.087;8.315641803;21.88902628;20;0.379900033;17.6;AC;;
8PO;24621-18;AC11;19.44930671;6.521;7.696488718;20.2592473;20;0.379900033;17.6;AC;;
8PO;24622-18;AC11;19.99636298;10.098;7.284882276;19.17578743;20;0.379900033;17.6;AC;;
8PO;24623-18;AC11;19.30434131;4.727;7.532161317;19.82669298;20;0.379900033;17.6;AC;;
8PO;24625-18;AC11;18.62567566;2.263;8.305361978;21.86196699;20;0.379900033;17.6;AC;;
8PO;24626-18;AC11;18.36377607;1.634;8.359331679;22.00402989;20;0.379900033;17.6;AC;;
8PO;24627-18;AC11;17.36834351;1.213;8.987153821;23.65662817;20;0.379900033;17.6;AC;;
8PO;24628-18;AC11;13.13099416;0.121;14.29041983;37.61626372;20;0.379900033;17.6;AC;;
8PO;24629-18;AC11;20.33056543;9.798;7.368078475;19.39478241;20;0.379900033;17.6;AC;;
8PO;24630-18;AC11;20.10729754;7.648;7.423346285;19.54026228;20;0.379900033;17.6;AC;;
8PO;24631-18;AC11;20.15193211;8.185;6.938941174;18.26517655;20;0.379900033;17.6;AC;;
8PO;24632-18;AC11;19.81317374;7.241;7.403044091;19.4868214;20;0.379900033;17.6;AC;;
8PO;24634-18;AC11;20.25724492;13.358;6.969540031;18.34572105;20;0.379900033;17.6;AC;;
8PO;24633-18;AC11;20.32141335;13.203;6.73072308;17.71709001;20;0.379900033;17.6;AC;;
8PO;24635-18;AC11;20.31421074;13.889;6.430173016;16.92596067;20;0.379900033;17.6;AC;;
8PO;24637-18;AC11;19.80455941;12.483;7.061101134;18.58673473;20;0.379900033;17.6;AC;;
8PO;24636-18;AC11;20.03187928;12.409;7.034598864;18.51697356;20;0.379900033;17.6;AC;;
8PO;24638-18;AC11;18.38906862;2.699;8.230470641;21.66483266;20;0.379900033;17.6;AC;;
8PO;24639-18;AC11;17.64145902;1.973;8.680347621;22.84903098;20;0.379900033;17.6;AC;;
8PO;24640-18;AC11;17.20417518;2.518;9.171151861;24.14096095;20;0.379900033;17.6;AC;;
8PO;24641-18;AC11;18.95655723;6.177;8.109945448;21.34757764;20;0.379900033;17.6;AC;;
8PO;24646-18;AC11;16.81122711;1.307;9.69727766;25.52586686;20;0.379900033;17.6;AC;;
8PO;24647-18;AC11;16.82012429;2.599;9.192073324;24.19603192;20;0.379900033;17.6;AC;;
8PO;24648-18;AC11;18.79109343;5.324;7.892285489;20.77463755;20;0.379900033;17.6;AC;;
8PO;24649-18;AC11;18.40580766;3.05;7.847188571;20.65593022;20;0.379900033;17.6;AC;;
8PO;24650-18;AC11;18.24049791;2.684;8.251993038;21.72148545;20;0.379900033;17.6;AC;;
8PO;24651-18;AC11;19.02981701;2.466;8.089112854;21.2927406;20;0.379900033;17.6;AC;;
8PO;24652-18;AC11;18.39074163;2.201;7.858732599;20.68631724;20;0.379900033;17.6;AC;;
8PO;24654-18;AC11;18.75787089;1.959;8.830901189;23.24532883;20;0.379900033;17.6;AC;;
8PO;24655-18;AC11;19.76266233;23.882;7.557063153;19.89224138;20;0.379900033;17.6;AC;;
8PO;24658-18;AC11;9.983084855;0.262;23.92044829;62.96511243;20;0.379900033;17.6;AC;;
8PO;24659-18;AC11;10.08068264;0.157;22.14161523;58.28274101;20;0.379900033;17.6;AC;;
8PO;24664-18;AC11;7.888583687;0.3;33.87239738;89.16134364;20;0.379900033;17.6;AC;;
8PO;24669-18;AC11;14.15160145;0.141;13.31998587;35.06181814;20;0.379900033;17.6;AC;;
8PO;24672-18;AC11;8.15747208;0.172;31.89173298;83.94769734;20;0.379900033;17.6;AC;;
8PO;24674-18;AC11;6.900183354;0.12;45.37863165;119.4488753;20;0.379900033;17.6;AC;;
8PO;24675-18;AC11;13.93546424;0.159;11.98804728;31.55579427;20;0.379900033;17.6;AC;;
8PO;24676-18;AC11;11.50694772;0.091;15.99360103;42.09949894;20;0.379900033;17.6;AC;;
8PO;24677-18;AC11;7.812933923;0.128;38.21746506;100.5987411;20;0.379900033;17.6;AC;;
8PO;24690-18;AC11;11.80201924;0.125;18.50975411;48.72269678;20;0.379900033;17.6;AC;;
8PO;24691-18;AC11;15.23646882;0.482;11.36893982;29.9261354;20;0.379900033;17.6;AC;;
8PO;24696-18;AC11;19.49679239;9.295;7.344249087;19.33205699;20;0.379900033;17.6;AC;;
8PO;24697-18;AC11;16.9523151;1.426;8.79662978;23.15511718;20;0.379900033;17.6;AC;;
1PO;29672-17;AC10;12.45938634;0.131;26.52948582;39.36078993;20;0.674007962;9.43;AC;;
1PO;29673-17;AC10;12.60771198;0.1;27.95895262;41.4816355;20;0.674007962;9.43;AC;;
1PO;29676-17;AC10;12.43870036;0.204;26.82379471;39.79744485;20;0.674007962;9.43;AC;;
1PO;29677-17;AC10;10.76794882;0.151;35.00646325;51.93775921;20;0.674007962;9.43;AC;;
1PO;29679-17;AC10;12.74836282;0.1;27.18944705;40.33994933;20;0.674007962;9.43;AC;;
1PO;29680-17;AC10;14.10026533;0.103;21.11104248;31.32165146;20;0.674007962;9.43;AC;;
1PO;29681-17;AC10;13.05233737;0.398;24.52672393;36.38936823;20;0.674007962;9.43;AC;;
2PO;23822-18;AC9-1;21.73725528;20.898;;3.18;81;0.146;17.6;RC;53.3;23.7
2PO;23826-18;AC9-1;11.77060103;0.153;;9.75;81;0.146;17.6;RC;53.3;23.7
2PO;23856-18;AC9-1;10.00396241;0.196;;13.79;81;0.146;17.6;RC;53.3;23.7
1PO;26257-17;AC9;11.22062945;2.127;;24.26;68;0.299;9.43;RC;53;23
1PO;26301-17;AC9;20.3719939;83.421;;9.95;68;0.299;9.43;RC;53;23
1PO;26327-17;AC9;9.449914431;1.147;;40.54;68;0.299;9.43;RC;53;23
1PO;26329-17;AC9;11.89173305;8.044;;25.44;68;0.299;9.43;RC;53;23
1PO;26354-17;AC9;16.72394253;0.248;;12.5;68;0.299;9.43;RC;53;23
1PO;26410-17;AC9;19.15312787;9.873;;10.75;68;0.299;9.43;RC;53;23
1PO;26414-17;AC9;22.07187129;141.423;;6.12;68;0.299;9.43;RC;53;23
1PO;26454-17;AC9;23.72042304;453.05;;6.33;68;0.299;9.43;RC;53;23
1PO;26461-17;AC9;17.17196069;0.442;;9.63;68;0.299;9.43;RC;53;23
2PO;23782-18;AC9;12.77518712;0.171;;9.02;79;0.149;17.6;RC;51.68;23
3PO;24834-18;AC9;21.77173198;78.555;;3.2784;79;0.149246259;17.6;RC;51.6;23
3PO;24840-18;AC9;21.17665347;51.97;;4.0299;79;0.149246259;17.6;RC;51.6;23
3PO;24844-18;AC9;20.22341168;27.546;;4.3032;79;0.149246259;17.6;RC;51.6;23
3PO;24850-18;AC9;19.07434583;10.51;;4.6446;79;0.149246259;17.6;RC;51.6;23
3PO;24872-18;AC9;21.0497823;36.199;;3.5516;79;0.149246259;17.6;RC;51.6;23
3PO;24884-18;AC9;21.1546727;49.251;;3.7567;79;0.149246259;17.6;RC;51.6;23
3PO;24885-18;AC9;21.14808496;52.458;;3.8248;79;0.149246259;17.6;RC;51.6;23
3PO;24890-18;AC9;19.92166335;4.209;;3.8933;79;0.149246259;17.6;RC;51.6;23
3PO;24891-18;AC9;19.74246336;7.219;;4.0982;79;0.149246259;17.6;RC;51.6;23
3PO;24898-18;AC9;21.15045066;31.552;;4.1665;79;0.149246259;17.6;RC;51.6;23
3PO;24932-18;AC9;9.490865185;0.07;;15.9719;79;0.149246259;17.6;RC;51.6;23
3PO;24934-18;AC9;8.177677452;0.091;;18.868;79;0.149246259;17.6;RC;51.6;23
3PO;24938-18;AC9;20.87977689;29.783;;3.62;79;0.149246259;17.6;RC;51.6;23
3PO;24949-18;AC9;16.34465341;0.175;;5.806;79;0.149246259;17.6;RC;51.6;23
3PO;24953-18;AC9;15.6793889;0.457;;6.2159;79;0.149246259;17.6;RC;51.6;23
3PO;24954-18;AC9;13.36572748;0.398;;8.7238;79;0.149246259;17.6;RC;51.6;23
3PO;24956-18;AC9;16.08893431;0.872;;5.8742;79;0.149246259;17.6;RC;51.6;23
3PO;24982-18;AC9;19.97193944;2.975;;4.1665;79;0.149246259;17.6;RC;51.6;23
3PO;24994-18;AC9;22.242813;33.041;;3.2101;79;0.149246259;17.6;RC;51.6;23
3PO;24998-18;AC9;13.11065902;0.045;;8.3336;79;0.149246259;17.6;RC;51.6;23
3PO;24999-18;AC9;19.92276849;13.785;;4.3032;79;0.149246259;17.6;RC;51.6;23
3PO;25000-18;AC9;18.97505991;1.742;;4.3032;79;0.149246259;17.6;RC;51.6;23
3PO;25007-18;AC9;12.38748214;0.011;;9.6118;79;0.149246259;17.6;RC;51.6;23
3PO;25009-18;AC9;12.54675483;0.014;;9.085;79;0.149246259;17.6;RC;51.6;23
3PO;25014-18;AC9;11.83506737;0.019;;9.6315;79;0.149246259;17.6;RC;51.6;23
8PO;24354-18;AC9;12.8287346;0.084;;7.93;79;0.149;17.6;RC;51.5;23
8PO;24370-18;AC9;23.13996603;264.08;;3.2;79;0.149;17.6;RC;51.5;23
8PO;24372-18;AC9;23.64710283;302.837;;2.89;79;0.149;17.6;RC;51.5;23
8PO;24375-18;AC9;12.25695154;0.057;;8.7;79;0.149;17.6;RC;51.5;23
8PO;24376-18;AC9;22.06658981;85.151;;3.56;79;0.149;17.6;RC;51.5;23
8PO;24379-18;AC9;24.54484605;966.455;;2.49;79;0.149;17.6;RC;51.5;23
8PO;24380-18;AC9;25.14574803;1110.106;;2.56;79;0.149;17.6;RC;51.5;23
8PO;24382-18;AC9;23.6715939;610.955;;2.99;79;0.149;17.6;RC;51.5;23
8PO;24390-18;AC9;17.10643739;0.375;;4.96;79;0.149;17.6;RC;51.5;23
8PO;24393-18;AC9;22.78159608;55.661;;2.9;79;0.149;17.6;RC;51.5;23
8PO;24397-18;AC9;20.21878828;5.836;;3.85;79;0.149;17.6;RC;51.5;23
8PO;24404-18;AC9;12.20384742;0.179;;8.52;79;0.149;17.6;RC;51.5;23
8PO;24412-18;AC9;19.3410545;5.531;;4.11;79;0.149;17.6;RC;51.5;23
