Fields;Wells;Direction;SampleID;Depth;Zones;Lith Description;Bulk Density Water;Grain Desnsity Water;Bulk Density Kerosin;Grain Desnsity Kerosin;Bulk Density Helium;Grain Desnsity Helium;Bulk Density;Bulk Density Sat;Grain Desnsity;Water Porosity;Kerosin Porosity;Helium Porosity;Porosity;Gas Permeability;Permeability_Kl;Swirr(waterholding capacity);Swirr;Comments;SW;SO
Zapadno-Zimnee;1PO;пар;26323-17;2270.61;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритовый, с тонкими слойками углистого материала.;;;;;;;2.129653333;2.340643624;2.665208729;20.09431343;;19.74;20.09431343;75.417;73.163;;22.29453638;;30.2;
Zapadno-Zimnee;1PO;пар;26324-17;2270.78;AC9;Песчаник мелко-тонкозернистый, глинисто-алевритовый, известковый.;;;;;;;2.586427;2.624575692;2.68394;;3.6332;3.24;3.6332;0.01;0.005;;;;;
Zapadno-Zimnee;1PO;пар;26325-17;2270.97;AC9;Песчаник мелко-тонкозернистый, глинисто-алевритовый, известковый, с частично открытой трещиной.;;;;;;;2.57704;2.617365819;2.679968;;3.8407;2.94;3.8407;0.039;0.023;;;;;
Zapadno-Zimnee;1PO;пар;26326-17;2271.18;AC9;Песчаник мелко-тонкозернистый, глинисто-алевритовый, известковый.;;;;;;;2.581565;2.620636207;2.68134;;3.7211;2.76;3.7211;0.54;0.386;;;трещина;;
Zapadno-Zimnee;1PO;пар;26327-17;2271.31;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, известковый.;;;;;;;2.431861475;2.531085576;2.685653426;9.449914431;;8.79;9.449914431;1.147;0.886;;;;;
Zapadno-Zimnee;1PO;пар;26328-17;2271.44;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, известковый.;;;;;;;2.372311288;2.494665433;2.685213153;11.65277566;;10.94;11.65277566;7.167;6.367;;34.52727702;;;
Zapadno-Zimnee;1PO;пар;26329-17;2271.44;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, известковый.;;;;;;;2.365734813;2.49059801;2.685031604;11.89173305;;11.08;11.89173305;8.044;7.188;;;;;
Zapadno-Zimnee;1PO;пар;26330-17;2271.57;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, известковый.;;;;;;;2.368828012;2.492107289;2.683947116;11.74088348;;11.1;11.74088348;3.932;3.379;;36.6269507;;;
Zapadno-Zimnee;1PO;пар;26331-17;2271.57;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, известковый.;;;;;;;2.377515582;2.497716821;2.684872755;11.44773705;;10.58;11.44773705;3.473;2.961;;37.29241877;;;
Zapadno-Zimnee;1PO;пар;26332-17;2271.72;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, известковистый.;;;;;;;2.145135701;2.349713458;2.664221937;19.48359588;;18.95;19.48359588;74.983;71.838;;21.08029019;;;
Zapadno-Zimnee;1PO;пар;26333-17;2271.72;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, известковистый.;;;;;;;2.153248165;2.354452607;2.663669185;19.16232776;;18.71;19.16232776;73.813;70.683;;20.993436;;;
Zapadno-Zimnee;1PO;пар;26334-17;2271.83;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;;;;;;;2.132979124;2.34163297;2.661957947;19.87179487;;19.34;19.87179487;101.166;97.442;;;;;
Zapadno-Zimnee;1PO;пар;26335-17;2271.83;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;;;;;;;2.127223906;2.338378975;2.662691301;20.11000658;;19.47;20.11000658;105.534;101.711;;21.05830736;;;
Zapadno-Zimnee;1PO;пар;26336-17;2272.09;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;;;;;;;2.078773099;2.307479072;2.657649614;21.78152125;;21.29;21.78152125;197.591;192.081;;;;;
Zapadno-Zimnee;1PO;пар;26337-17;2272.38;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритистый.;;;;;;;2.220022426;2.398854252;2.675744611;17.03160245;;16.24;17.03160245;1.387;1.081;;;;;
Zapadno-Zimnee;1PO;пар;26338-17;2272.43;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритистый.;;;;;;;2.199132222;2.386111482;2.675589039;17.80754853;;17.18;17.80754853;2.741;2.413;;53.16425505;;54.6;
Zapadno-Zimnee;1PO;пар;26340-17;2272.52;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритистый.;;;;;;;2.189935186;2.379353647;2.67195128;18.03985341;;17.68;18.03985341;4.01;3.446;;;;;
Zapadno-Zimnee;1PO;пар;26339-17;2272.52;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритистый.;;;;;;;2.204446867;2.388177685;2.671997642;17.49817318;;17.15;17.49817318;3.228;2.736;;51.98536958;;;
Zapadno-Zimnee;1PO;пар;26341-17;2272.61;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритистый, со слабо выраженными слойками углистого материала.;;;;;;;2.085382985;2.313925996;2.665571251;21.76600104;;21.51;21.76600104;53.57;50.952;37.93997492;27.3717587;;;
Zapadno-Zimnee;1PO;пар;26342-17;2272.61;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, глинисто-алевритистый, со слабо выраженными слойками углистого материала.;;;;;;;2.084507984;2.313829373;2.666979929;21.84013229;;20.87;21.84013229;50.968;48.43;;26.483562;;;
Zapadno-Zimnee;1PO;пар;26343-17;2272.75;AC9;Песчаник тонкозернистый, глинисто-алевритовый, со слабо выраженными слойками углистого материала.;;;;;;;2.2903;2.437787161;2.664579;;14.0465;13.19;14.0465;0.111;0.073;;;;;
Zapadno-Zimnee;1PO;пар;26344-17;2272.98;AC9;Песчаник тонкозернистый, глинисто-алевритовый, со слабо выраженными слойками углистого материала.;;;;;;;2.290988;2.440382132;2.671021;;14.228;13.98;14.228;0.091;0.062;;;;;
Zapadno-Zimnee;1PO;пар;26345-17;2273.56;AC9;Песчаник тонкозернистый, глинисто-алевритовый, со слабо выраженными слойками углистого материала.;;;;;;;2.321265;2.458401762;2.669981;;13.0606;12.84;13.0606;0.311;0.223;;;;;
Zapadno-Zimnee;1PO;пар;26346-17;2274.03;AC9;Песчаник тонкозернистый, глинисто-алевритовый, со слабо выраженными слойками углистого материала.;;;;;;;2.305187;2.448403839;2.669267;;13.6397;12.76;13.6397;0.104;0.067;;;;;
Zapadno-Zimnee;1PO;пар;26347-17;2274.42;AC9;Песчаник тонкозернистый, глинисто-алевритовый.;;;;;;;2.297550358;2.447290475;2.679701632;14.26096357;;13.42;14.26096357;0.197;0.139;;75.56521739;;61.3;
Zapadno-Zimnee;1PO;пар;26348-17;2274.76;AC9;Алевролит крупнозернистый, глинисто-песчаный, с углистыми растительными остатками.;;;;;;;2.36515;2.485392587;2.671026;;11.4516;11.45;11.4516;0.117;0.072;;;;;
Zapadno-Zimnee;1PO;пар;26349-17;2275.12;AC9;Песчаник тонкозернистый, глинисто-алевритовый.;;;;;;;2.280303;2.43372594;2.67051;;14.6117;14.13;14.6117;0.113;0.075;;;;;
Zapadno-Zimnee;1PO;пар;26350-17;2275.37;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый.;;;;;;;2.181108763;2.372610965;2.667641322;18.23830494;;17.99;18.23830494;1.748;1.385;;;;;
Zapadno-Zimnee;1PO;пар;26351-17;2275.63;AC9;Песчаник тонкозернистый, глинисто-алевритовый, с зернами сидерита.;;;;;;;2.268223;2.426105301;2.669641;;15.0364;14.54;15.0364;0.111;0.07;;;;;
Zapadno-Zimnee;1PO;пар;26352-17;2275.9;AC9;Песчаник тонкозернистый, глинисто-алевритовый, с зернами сидерита.;;;;;;;2.307232;2.449845864;2.669862;;13.5824;13.52;13.5824;0.1;0.065;;;;;
Zapadno-Zimnee;1PO;пар;26353-17;2276.27;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритовый.;;;;;;;2.115702816;2.331461808;2.662885106;20.54847536;;20.09;20.54847536;41.389;39.127;;;;;
Zapadno-Zimnee;1PO;пар;26354-17;2276.88;AC9;Переслаивание песчаника мелко-тонкозернистого неравномерно нефтенасыщенного и алевролита крупнозернистого глинистого, нефтенасыщенный, с зернами сидерита.;;;;;;;2.236290661;2.411892057;2.685394493;16.72394253;;15.99;16.72394253;0.248;0.184;;;;;
Zapadno-Zimnee;1PO;пар;26355-17;2276.88;AC9;Переслаивание песчаника мелко-тонкозернистого неравномерно нефтенасыщенного и алевролита крупнозернистого глинистого, нефтенасыщенный, с зернами сидерита.;;;;;;;2.225184422;2.404660347;2.683950634;17.09294523;;16.62;17.09294523;0.467;0.371;;;;;
Zapadno-Zimnee;1PO;пар;26356-17;2277.13;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.110810877;2.329294163;2.665432197;20.80793203;;20.53;20.80793203;50.075;47.534;;;;;
Zapadno-Zimnee;1PO;пар;26357-17;2277.13;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.109794075;2.327309267;2.661050096;20.71573255;;20.6;20.71573255;45.506;43.82;;;;;
Zapadno-Zimnee;1PO;пар;26359-17;2282.54;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.087786577;2.315166313;2.664869809;21.65521296;;21.29;21.65521296;126.732;123.727;;24.03964767;;;
Zapadno-Zimnee;1PO;пар;26358-17;2282.54;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.081881279;2.311213314;2.663653798;21.84114613;;21.59;21.84114613;123.538;120.562;32.75652118;24.34574548;;;
Zapadno-Zimnee;1PO;пар;26361-17;2282.7;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.102505427;2.321048474;2.655135289;20.81362346;;20.39;20.81362346;110.413;107.608;;24.88431994;;;
Zapadno-Zimnee;1PO;пар;26360-17;2282.7;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.102361786;2.320697273;2.654291292;20.7938559;;20.46;20.7938559;118.68;115.755;;22.76090024;;;
Zapadno-Zimnee;1PO;пар;26362-17;2282.82;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.105805436;2.326204235;2.665251333;20.99036178;;20.19;20.99036178;113.208;110.383;;22.10819297;;54.4;
Zapadno-Zimnee;1PO;пар;26364-17;2282.98;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый.;;;;;;;2.084657345;2.311770054;2.660012176;21.62978187;;21.27;21.62978187;144.111;140.899;;;;;
Zapadno-Zimnee;1PO;пар;26363-17;2282.98;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый.;;;;;;;2.076243258;2.305995456;2.657800989;21.88116164;;21.25;21.88116164;155.538;152.166;;;;;
Zapadno-Zimnee;1PO;пар;26365-17;2283.11;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;;;;;;;2.087212643;2.312982156;2.658932556;21.50185839;;21;21.50185839;139.984;136.81;31.13656195;23.32678883;;;
Zapadno-Zimnee;1PO;пар;26366-17;2283.11;AC9;Песчаник нефтенасыщенный, мелко-тонкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;;;;;;;2.083634145;2.310890174;2.659169715;21.64343126;;21.2;21.64343126;148.37;145.102;;;;;
Zapadno-Zimnee;1PO;пар;26367-17;2283.21;AC9;Песчаник слабо нефтенасыщенный, тонко-мелкозернистый, алевритистый, с тонкими слойками углистого материала.;;;;;;;2.221713792;2.397772108;2.669285062;16.76745867;;15.89;16.76745867;1.578;1.348;;;;;
